LON,LAT,EDO,CLAVE,ESTACION,ago-23
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",42.2
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",28.17
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",122.8
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",86.7
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",68
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",33.93
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",38.41
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",30.11
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",129.6
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",41.61
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",4
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",15.2
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",66.51
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",19.4
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchachín, S.L.P. SGT*",106.1
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",111.3
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",58.4
-101.9125,22.831944,SLP,VRASL,"Villa de Ramos, S.L.P.",21.5
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",21.51
-109.8925,27.8225,SON,AOBSO,"Álvaro Obregón, Son.",97.01
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruíz Cortínes, Son.",104.65
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",73.22
-111.83,28.75,SON,BAHIAKINO,"Bahía de Kino, Son. SMN*",39.75
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",30.53
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",8.2
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",77.83
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",94.5
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",103.53
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",56.32
-109.938056,27.5,SON,COBSO,"Observatorio de Ciudad Obregón, Son.",88.12
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",91.54
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",52.2
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",63.5
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",47.92
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",23.82
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",135.04
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",29.01
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",26.52
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",87.61
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",30.2
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",22.81
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",48.7
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",38.12
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",114.01
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",3.6
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",63.34
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",13.24
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",47.03
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",171.34
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",171.65
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",69.24
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",126.32
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",99.04
-110.299167,27.639167,SON,VICAM,"Vícam, Son. SGT*",61.9
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",264.3
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",156
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",126.2
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",128.6
-93,17.975,TAB,GONTB,"González, Tab.",132
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",169
-93.316111,17.954444,TAB,MEZCALAPA,"Mezcalapa, Tab. SGT*",106.7
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",290.8
-93.33,18.42,TAB,PARAISO,"Paraíso, Tab. SMN*",123
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",215.9
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",66.9
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",103.7
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",323.5
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",147
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",115
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",328.1
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",249
-93.8325,17.965556,TAB,ZAMAPA2ASECC,"Zamapa 2a. Sección, Tab. Protección Civil*",115.2
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",20.7
-99.148889,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",120.5
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",81.73
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",90.4
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",63.9
-98.5975,26.238056,TAMPS,CDOTP,"S-J-2-18 Ciudad Díaz Ordaz, Tamps.",17.71
-98.8,26.25,TAMPS,CMGTP,"S-J-2-11 Camargo, Tamps.",15.21
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",25.4
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",46.21
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",10.1
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",47.7
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",35.41
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",62.8
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",27.8
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",93.3
-98.405278,22.798611,TAMPS,GONZALEZTP,"González, Tamps. SGT*",24.9
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",31.71
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",62.9
-99.551111,24.566667,TAMPS,MAGTP,"Magueyes, Tamps.",51.2
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",8
-97.844167,22.283889,TAMPS,MDRTP,"Madero, Tamps.",9.1
-99.040833,26.374167,TAMPS,MGATP,"S-J-1-2 Miguel Alemán, Tamps.",22.8
-98.705556,22.795833,TAMPS,MGSTP,"Magiscatzín Dos, Tamps.",49.49
-98.713611,22.797222,TAMPS,MGZTP,"Magiscatzín, Tamps.",13.6
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",36.5
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo Gómez, Tamps.",25.41
-98.633889,22.494444,TAMPS,NVAAPOLONIA,"Nueva Apolonia, Tamps. SGT*",18.8
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",19.31
-97.8,25.8,TAMPS,PANTP,"Pueblo Anáhuac, Tamps.",48.21
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",57
-99.019167,24.208056,TAMPS,PILTP,"Pilón, Tamps.",28.52
-99.555833,24.2475,TAMPS,PJMTP,"Pedro José Méndez, Tamps.",54.9
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",42.2
-99.026111,22.843056,TAMPS,RFRTP,"Río Frío, Tamps.",56.21
-98,25.966667,TAMPS,RIBTP,"Río Bravo, Tamps.",5.01
-97.991944,23.259444,TAMPS,RSPTP,"República Española, Tamps.",29
-98.285833,26.079722,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",10.01
-98.883333,26.166667,TAMPS,RYNTP,"S-J-2-9 Reynosa, Tamps.",10.01
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",54.8
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",71.2
-98.787222,23.083611,TAMPS,SGBTP,"San Gabriel, Tamps.",147.3
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",39.31
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",106.03
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",31.8
-97.876111,22.238333,TAMPS,TMPTP,"Tampico, Tamps.",20
-98.422778,22.423889,TAMPS,TMSTP,"Tamesí, Tamps.",23.011
